user_id;user_name;number_tweets;friends_count;followers_count;created_at
467518128;betocoddou;5419;1297;2869;"Wed Jan 18 15:16:33 +0000 2012"
963173227987193856;casiope39868094;209;246;87;"Mon Feb 12 22:09:27 +0000 2018"
1397761271953608705;KateC23004619;1;21;0;"Thu May 27 03:47:30 +0000 2021"
920505112258383877;FractalDy;4;478;2;"Wed Oct 18 04:21:35 +0000 2017"
1398204700382613504;LauraPe73061537;0;6;1;"Fri May 28 09:10:35 +0000 2021"
1311791921183023106;IgnacioBarriaO2;2;25;0;"Thu Oct 01 22:16:06 +0000 2020"
1398004610816675844;JRodherik;0;22;1;"Thu May 27 19:54:21 +0000 2021"
1360105253157371904;Carlos51108469;0;133;7;"Fri Feb 12 05:55:50 +0000 2021"
1398042652210237442;HectorC42220805;0;9;0;"Thu May 27 22:26:03 +0000 2021"
1396663240403390464;MarcelaBorque10;1;60;0;"Mon May 24 03:04:53 +0000 2021"
1397911287003172874;Eric06136638;4;37;0;"Thu May 27 13:43:41 +0000 2021"
572063054;PATRICIAGALLA12;4;64;0;"Sat May 05 20:55:18 +0000 2012"
1365294954025746441;Bianca02565864;3;27;2;"Fri Feb 26 13:37:52 +0000 2021"
1370885963845632002;AtencioBarra;0;38;7;"Sat Mar 13 23:54:29 +0000 2021"
49866185;Alfredoletras;294;1084;128;"Tue Jun 23 03:07:58 +0000 2009"
1337789147034099713;Vtk86981442;0;10;0;"Sat Dec 12 15:59:49 +0000 2020"
824319764302594069;Sandra06928313;0;12;1;"Wed Jan 25 18:15:21 +0000 2017"
1397866067293261826;CatrilLeal;0;6;0;"Thu May 27 10:45:58 +0000 2021"
1398252643739484171;YasuriAraya;0;19;0;"Fri May 28 12:19:52 +0000 2021"
4324808267;ClaudioRebolle7;0;34;7;"Mon Nov 30 03:38:25 +0000 2015"
1191906726062231552;AndresJ04682566;4;11;1;"Wed Nov 06 02:35:02 +0000 2019"
1005950141726150663;21_BEAST_;42;172;13;"Sun Jun 10 23:09:38 +0000 2018"
1398317054613233672;Atos51765915;0;9;0;"Fri May 28 16:35:50 +0000 2021"
1396034036313776134;ANDRES79502223;0;30;3;"Sat May 22 09:24:03 +0000 2021"
842871734;felipemzista;71;534;114;"Mon Sep 24 03:24:22 +0000 2012"
1398297248899993606;karin98155757;6;49;0;"Fri May 28 15:17:04 +0000 2021"
1248830905365323778;Patrici31628516;1;74;0;"Sat Apr 11 04:31:44 +0000 2020"
1348371397601583104;JRochaalcalde;112;904;141;"Sun Jan 10 20:49:39 +0000 2021"
285129486;Marielinda76;16;24;4;"Wed Apr 20 15:45:22 +0000 2011"
1337465846894104578;CarlosF58700258;2;35;1;"Fri Dec 11 18:34:53 +0000 2020"
100595785;GermanJGP;80;1823;479;"Wed Dec 30 21:06:23 +0000 2009"
1674722041;AsteteAngela;320;242;42;"Fri Aug 16 03:33:03 +0000 2013"
1397943095401103366;Patricioaccurso;0;17;0;"Thu May 27 15:49:50 +0000 2021"
1398048776183599117;Barraza12Pamela;0;8;1;"Thu May 27 22:50:01 +0000 2021"
1397978376367923205;LDanays;0;121;0;"Thu May 27 18:10:03 +0000 2021"
1398032539101667337;MaikMai01754613;1;35;0;"Thu May 27 21:45:19 +0000 2021"
1247969966009319427;ChikitaToi;112;20;1;"Wed Apr 08 19:30:08 +0000 2020"
1391118186620375042;HenryGr93954546;0;52;1;"Sat May 08 19:50:22 +0000 2021"
1397949281802334236;QuintanillaRous;1;15;0;"Thu May 27 16:14:35 +0000 2021"
1398316143627096066;Paulopa98096229;0;42;0;"Fri May 28 16:32:16 +0000 2021"
1397773624505946114;MarceloFerrada9;3;30;0;"Thu May 27 04:36:30 +0000 2021"
14922872;icontreras2008;10598;1017;379;"Tue May 27 16:56:46 +0000 2008"
1363658255512309765;frncs58986069;0;12;0;"Mon Feb 22 01:14:06 +0000 2021"
119470852;civan_jerezz;169;216;19;"Wed Mar 03 19:14:18 +0000 2010"
1110372662478540800;ignaciajoustra5;144;376;103;"Tue Mar 26 02:47:27 +0000 2019"
1256147392858066951;Urmahcat;50;132;16;"Fri May 01 09:04:33 +0000 2020"
1383302770397106177;rsulaValdivia1;1;14;2;"Sat Apr 17 06:14:27 +0000 2021"
1424130961;felipejuve31;54;125;13;"Sun May 12 21:56:16 +0000 2013"
788177582260887552;Joserodrigoord8;340;34;10;"Tue Oct 18 00:39:14 +0000 2016"
1372379537128951810;arteurb86021060;0;78;1;"Thu Mar 18 02:49:45 +0000 2021"
1396827585259180032;Angeles85291119;0;25;2;"Mon May 24 13:57:13 +0000 2021"
1397809020753358851;VictorJesusOre1;3;21;0;"Thu May 27 06:57:15 +0000 2021"
1397578543572324353;Cristia12173338;1;16;2;"Wed May 26 15:41:29 +0000 2021"
896080351310819328;Cristia89665327;0;49;3;"Fri Aug 11 18:46:18 +0000 2017"
1369428205845807106;Francis98618385;0;18;2;"Tue Mar 09 23:21:51 +0000 2021"
1398294884252008456;BarredaNikol;0;41;0;"Fri May 28 15:07:55 +0000 2021"
1331345409323790337;PanchoTapia13;2962;3761;741;"Tue Nov 24 21:15:09 +0000 2020"
1398311538235215872;MonicaC97980800;0;31;2;"Fri May 28 16:14:00 +0000 2021"
1397564107235209220;AnaVict68608276;0;57;2;"Wed May 26 14:44:02 +0000 2021"
1397740765070217217;Thiare74627474;0;5;0;"Thu May 27 02:25:58 +0000 2021"
1397572082406502400;jesusci08957577;0;32;0;"Wed May 26 15:15:42 +0000 2021"
1364761156263563265;carohoo1;8;69;0;"Thu Feb 25 02:16:53 +0000 2021"
1398289296457666564;CintiaBarriaT;0;17;0;"Fri May 28 14:45:36 +0000 2021"
436217161;AleNazco;1126;684;58;"Tue Dec 13 22:51:55 +0000 2011"
1397855773795835910;Mdjahed79124460;1;106;5;"Thu May 27 10:03:30 +0000 2021"
1221907524368195584;filun_gaston;67;106;2;"Mon Jan 27 21:28:55 +0000 2020"
917662351;elmer3161;131;61;9;"Wed Oct 31 21:00:02 +0000 2012"
343045959;negrismarce;95;99;23;"Wed Jul 27 00:07:51 +0000 2011"
1398352449052807168;maxilatrillerg1;0;34;0;"Fri May 28 18:56:35 +0000 2021"
1311470868116234241;Catalin99334958;1;14;0;"Thu Oct 01 01:00:05 +0000 2020"
1343637565396709378;DayanaV28994673;1;25;2;"Mon Dec 28 19:19:04 +0000 2020"
1398295858781822976;ValeriaSuazo18;0;24;0;"Fri May 28 15:11:37 +0000 2021"
846040770847105026;Gilbertolavall1;17;657;5;"Sun Mar 26 16:46:53 +0000 2017"
1080677000375865349;G25Joce;4;88;6;"Thu Jan 03 04:07:29 +0000 2019"
1398076608561434631;Mari84308050;0;7;0;"Fri May 28 00:40:26 +0000 2021"
1231564665345519616;Nikit59559906;0;59;2;"Sun Feb 23 13:01:22 +0000 2020"
1191551436150190080;Aguilas010;42533;1227;264;"Tue Nov 05 03:03:19 +0000 2019"
2661552009;tutimiranda;438;165;113;"Tue Jul 01 21:58:58 +0000 2014"
1297962068008734726;MiriamQueipul;14;55;2;"Mon Aug 24 18:21:26 +0000 2020"
993621383195348992;Miky34097160;104;57;2;"Mon May 07 22:39:33 +0000 2018"
1235621453510438912;Oscar_Vid4;68;73;3;"Thu Mar 05 17:41:43 +0000 2020"
1398028013804134402;Lishaoran15;0;33;0;"Thu May 27 21:27:18 +0000 2021"
1398098483761004544;KevinAr10418521;0;2;0;"Fri May 28 02:07:28 +0000 2021"
1397655359683170313;AlejandraBack;0;15;0;"Wed May 26 20:46:33 +0000 2021"
1872528684;PabloInfanteR;54;114;160;"Mon Sep 16 18:16:01 +0000 2013"
1322531215157723141;maccaburgos_;18;35;3;"Sat Oct 31 13:30:03 +0000 2020"
1364707008146980869;Victor44804607;0;28;0;"Wed Feb 24 22:41:32 +0000 2021"
1398127424269922305;Camila39732708;0;19;1;"Fri May 28 04:02:19 +0000 2021"
1321523469587222535;AlvaroMankeC;664;654;129;"Wed Oct 28 18:45:34 +0000 2020"
1397565476365029378;Medicenrod1;4;8;0;"Wed May 26 14:49:31 +0000 2021"
1398103579945209856;JPBR1980;0;41;4;"Fri May 28 02:27:41 +0000 2021"
1398325879558787077;nuezleslie1;0;7;0;"Fri May 28 17:10:59 +0000 2021"
1398100416374751240;FrancoM40217514;0;57;0;"Fri May 28 02:15:00 +0000 2021"
1499410988;ncanihuantea;6;121;23;"Mon Jun 10 21:14:59 +0000 2013"
1398238773020876803;johannna2014;0;105;0;"Fri May 28 11:24:57 +0000 2021"
1398268028823932932;FouereSara;0;40;0;"Fri May 28 13:21:04 +0000 2021"
1398068362249486337;CiroG16;0;26;0;"Fri May 28 00:07:40 +0000 2021"
1397688136319254530;jeannet99724472;1;32;0;"Wed May 26 22:57:03 +0000 2021"
1257648566207516673;orangsandosi2;3575;4388;89;"Tue May 05 12:29:42 +0000 2020"
1397701022529773569;NelaLopez12;0;88;2;"Wed May 26 23:47:57 +0000 2021"
1398333557718884352;Faraendam;0;48;1;"Fri May 28 17:41:29 +0000 2021"
1359565271732731907;Felipe74408570;4;64;3;"Wed Feb 10 18:10:12 +0000 2021"
1575302304;tanty1955;3;85;4;"Sun Jul 07 14:47:55 +0000 2013"
1381632775611158538;Susy83818637;2;10;1;"Mon Apr 12 15:39:07 +0000 2021"
1398146122342883328;NicolsB70836164;0;27;0;"Fri May 28 05:16:42 +0000 2021"
1397060416698736642;carlosm84784631;4;99;4;"Tue May 25 05:22:28 +0000 2021"
1398330800567996416;Yolanda85186128;3;19;0;"Fri May 28 17:30:32 +0000 2021"
1424469794;DMEDIOS_CL;41;115;135;"Mon May 13 02:29:26 +0000 2013"
1397726262366552068;Patolin07979049;0;35;0;"Thu May 27 01:28:15 +0000 2021"
1397612418147160066;Felipe71988623;0;379;0;"Wed May 26 17:55:50 +0000 2021"
1397999219110256641;Franco197980;0;38;0;"Thu May 27 19:32:54 +0000 2021"
1397597400123035650;Jc44299481;2;28;0;"Wed May 26 16:56:28 +0000 2021"
1273938380011732994;Luis39874672;2;12;0;"Fri Jun 19 11:19:58 +0000 2020"
4924076799;miikval29;269;297;7;"Wed Feb 17 15:09:42 +0000 2016"
1935503624;fpizarromora;2634;1343;474;"Fri Oct 04 21:08:51 +0000 2013"
51619721;mawrse;213;203;22;"Sun Jun 28 01:57:10 +0000 2009"
1397586867093188611;Sebasti81295403;0;35;0;"Wed May 26 16:14:29 +0000 2021"
1397978179088834560;babic_catalina;0;99;1;"Thu May 27 18:09:15 +0000 2021"
987326101176414209;ReinerFuentesF;90;674;79;"Fri Apr 20 13:44:20 +0000 2018"
810555862892875777;Victor_Cerda_Vi;3;15;1;"Sun Dec 18 18:42:31 +0000 2016"
1398252494476791813;u_joseto;0;10;0;"Fri May 28 12:19:18 +0000 2021"
1348283969608052737;Vcky77630270;17;115;7;"Sun Jan 10 15:02:25 +0000 2021"
1360777913738670084;Claudio98454193;5;17;1;"Sun Feb 14 02:29:26 +0000 2021"
1397956687017938946;D_Navea;0;6;0;"Thu May 27 16:43:48 +0000 2021"
1188535109743497216;ContrerasSeitz;80;59;17;"Sun Oct 27 19:17:30 +0000 2019"
1398078567880220677;MaiteFuenzalid4;11;37;8;"Fri May 28 00:48:08 +0000 2021"
1241778688703844352;JavieraMC5;0;41;4;"Sun Mar 22 17:28:15 +0000 2020"
1398270982360649737;Ariel_alfonsooo;0;6;0;"Fri May 28 13:32:48 +0000 2021"
1397731789045633025;Alex62893914;2;25;0;"Thu May 27 01:50:23 +0000 2021"
314086166;RuthyMillar;1707;217;49;"Thu Jun 09 17:56:31 +0000 2011"
1398311371041804291;JoseTrato;0;11;0;"Fri May 28 16:13:16 +0000 2021"
1220155469286858752;Victor28120720;6;52;0;"Thu Jan 23 01:25:20 +0000 2020"
1397939290605228042;CamiloNS2;0;25;0;"Thu May 27 15:34:55 +0000 2021"
1397668900708536324;Wiwi694;0;108;1;"Wed May 26 21:40:34 +0000 2021"
1398298096552009728;Gerson07465461;0;11;0;"Fri May 28 15:20:34 +0000 2021"
1319103968547688448;Patrick89717030;185;68;5;"Thu Oct 22 02:31:51 +0000 2020"
1398145329866870784;Natalia64457099;0;29;0;"Fri May 28 05:13:27 +0000 2021"
1268113332915130368;robin_deric;9;1360;154;"Wed Jun 03 09:32:44 +0000 2020"
1382691707972640774;Yonatha69507659;0;253;15;"Thu Apr 15 13:46:25 +0000 2021"
1301483471915945984;Aliciq86313067;0;23;0;"Thu Sep 03 11:34:02 +0000 2020"
1397566602401521675;FelipeInsulza;1;21;1;"Wed May 26 14:53:49 +0000 2021"
1384351314121986048;johane_delgado;9;30;0;"Tue Apr 20 03:41:12 +0000 2021"
1397601754695585796;Alberto80081029;0;52;0;"Wed May 26 17:13:47 +0000 2021"
264596384;fefytahh;10;73;11;"Sat Mar 12 04:36:04 +0000 2011"
1397626440762511360;Fabin26884352;0;22;3;"Wed May 26 18:51:34 +0000 2021"
1397938475085729793;Cindi66916851;0;5;0;"Thu May 27 15:31:29 +0000 2021"
2920830641;milenkagonzale3;0;4;1;"Sun Dec 14 03:41:32 +0000 2014"
1395213917505392641;MaRaquel19;5;69;0;"Thu May 20 03:05:05 +0000 2021"
1397907425894625286;Jacklin36421382;0;39;1;"Thu May 27 13:28:10 +0000 2021"
1398274989690871818;anaishe41331857;0;6;0;"Fri May 28 13:48:43 +0000 2021"
1397738432085082114;cristia84856369;0;30;2;"Thu May 27 02:16:37 +0000 2021"
443942109;untalthiele;57870;1930;1374;"Thu Dec 22 18:22:07 +0000 2011"
1397888338581934088;Melanie23554148;2;61;0;"Thu May 27 12:12:25 +0000 2021"
119053848;KarinCB;629;440;51;"Tue Mar 02 14:43:30 +0000 2010"
1398324646827769857;Jair58939026;0;6;0;"Fri May 28 17:06:15 +0000 2021"
1398285026647756805;PaulaXPenalolen;6;84;24;"Fri May 28 14:29:02 +0000 2021"
1325904423516835840;Patrici76204469;23;20;2;"Mon Nov 09 20:54:00 +0000 2020"
1309231942655713280;strellaerrante;840;157;18;"Thu Sep 24 20:43:27 +0000 2020"
1370049048539987968;_Dany_0n;0;125;1;"Thu Mar 11 16:28:53 +0000 2021"
1394780338736480258;AbigailSalasCa2;1;189;0;"Tue May 18 22:22:17 +0000 2021"
336910134;orlandocanota;40;1106;36;"Sun Jul 17 03:48:52 +0000 2011"
1118222749695131649;Basso69675358;16;66;10;"Tue Apr 16 18:40:53 +0000 2019"
202819987;evyengh;3760;154;210;"Thu Oct 14 22:10:55 +0000 2010"
1398109549807157249;PedroJu63963174;0;72;0;"Fri May 28 02:51:19 +0000 2021"
1397660075725099019;SpringCami;2;65;1;"Wed May 26 21:05:14 +0000 2021"
1254518494357590017;DanielC54749729;1;18;0;"Sun Apr 26 21:11:51 +0000 2020"
1397774863767683080;ttxfwnH_9;0;18;1;"Thu May 27 04:41:23 +0000 2021"
2718021767;62alejandrogon1;4;72;9;"Sat Jul 19 18:39:30 +0000 2014"
1398088897842847744;JanetPavez1;0;25;0;"Fri May 28 01:29:37 +0000 2021"
1397638272873074688;Rfro16;0;20;0;"Wed May 26 19:38:38 +0000 2021"
117225598;gracia65;9034;564;138;"Wed Feb 24 23:16:42 +0000 2010"
935932425238179841;Ana82029572;4;69;2;"Wed Nov 29 18:04:13 +0000 2017"
1280246278681698307;GeorgesBertin11;5;7;2;"Mon Jul 06 21:05:52 +0000 2020"
1387559412311674887;alvarogd96;0;135;2;"Thu Apr 29 00:08:48 +0000 2021"
1333172331338981384;CristianJGalle2;12;25;0;"Sun Nov 29 22:14:27 +0000 2020"
1328015920564985857;Gustavo82794538;0;208;2;"Sun Nov 15 16:44:15 +0000 2020"
465010777;macbu1136;4;77;16;"Sun Jan 15 21:26:08 +0000 2012"
1397746695748964353;NicoIgn57935728;0;39;1;"Thu May 27 02:49:41 +0000 2021"
1034880545363255296;casiobligacion;1;76;0;"Wed Aug 29 19:08:43 +0000 2018"
166032031;MRamirez_v;42;307;65;"Tue Jul 13 04:22:06 +0000 2010"
317439086;AcuaJos;0;16;7;"Tue Jun 14 23:06:06 +0000 2011"
1397808024601956355;julianadanae1;1;8;0;"Thu May 27 06:53:06 +0000 2021"
1397967399157121031;SebastinCaroGu1;0;34;0;"Thu May 27 17:26:24 +0000 2021"
1371561243765522435;Pame51806241;0;263;7;"Mon Mar 15 20:37:57 +0000 2021"
1277352689903468544;MauricioMardo18;1;70;3;"Sun Jun 28 21:26:45 +0000 2020"
1398056459439595521;alamerams;0;23;0;"Thu May 27 23:20:24 +0000 2021"
1373330413071040519;FelipeNMC94;26;170;63;"Sat Mar 20 17:47:50 +0000 2021"
1397784978637869060;19R0m1n4;0;71;0;"Thu May 27 05:21:39 +0000 2021"
1398213348039200769;Sergio53560493;11;52;1;"Fri May 28 09:43:43 +0000 2021"
1398018063786708993;NanneScarlett;0;28;0;"Thu May 27 20:52:18 +0000 2021"
272485951;MauricioRuizBel;512;300;88;"Sat Mar 26 16:19:40 +0000 2011"
1369021032628109312;filusach;22;19;12;"Mon Mar 08 20:23:55 +0000 2021"
1330317579777355776;CalcumilCaro;0;108;1;"Sun Nov 22 01:10:16 +0000 2020"
1398067428987396097;TaigaRecuperem1;0;8;0;"Fri May 28 00:04:04 +0000 2021"
1280705941047062530;ahorcalos;2038;652;718;"Wed Jul 08 03:31:20 +0000 2020"
215842744;sebacy;3;54;26;"Mon Nov 15 02:10:09 +0000 2010"
1397937500723744773;camila56746775;0;19;0;"Thu May 27 15:28:15 +0000 2021"
1387055898250543104;Paolita87666647;4;23;0;"Tue Apr 27 14:48:15 +0000 2021"
88591831;YonaMuller;113;327;41;"Mon Nov 09 04:31:25 +0000 2009"
1397680020164907012;JazminDayanaQu1;3;61;0;"Wed May 26 22:24:41 +0000 2021"
572940042;tom_santam;19;174;50;"Sun May 06 17:44:55 +0000 2012"
1594847922;olivaresabara;3050;239;883;"Mon Jul 15 03:28:32 +0000 2013"
1287216965577256964;Elias_pankus;6;45;0;"Sun Jul 26 02:43:46 +0000 2020"
1329607024389349377;Nicole31600480;4;12;0;"Fri Nov 20 02:06:41 +0000 2020"
103152614;ivonne_gg;179;217;24;"Sat Jan 09 02:24:39 +0000 2010"
1308998820022423552;Pame271076;64;186;18;"Thu Sep 24 05:17:28 +0000 2020"
1313574823050780677;AmiyahNP;52;137;12;"Tue Oct 06 20:20:32 +0000 2020"
1397975310772080649;CamilaGainza1;0;29;0;"Thu May 27 17:58:12 +0000 2021"
1318383866642632705;MARIASOLANGEPA3;4;34;2;"Tue Oct 20 02:50:00 +0000 2020"
369834315;cotegp;1;56;5;"Thu Sep 08 01:10:51 +0000 2011"
258032245;marquez_anyelo;272;547;161;"Sat Feb 26 20:26:33 +0000 2011"
1398031665625247752;_KarenS;0;11;1;"Thu May 27 21:41:48 +0000 2021"
1394804125448146945;Karliz05905612;0;20;0;"Tue May 18 23:56:57 +0000 2021"
1289371042063028230;logan7720;0;71;1;"Sat Aug 01 01:24:46 +0000 2020"
3690365182;Makishi_FN;1;17;3;"Thu Sep 17 22:50:36 +0000 2015"
1397739765596934150;blondiecl2;0;31;6;"Thu May 27 02:21:58 +0000 2021"
1338080163708416000;RaulSauerbaum;1;155;3;"Sun Dec 13 11:16:10 +0000 2020"
1398005758269198339;jeria_rocio;1;92;1;"Thu May 27 19:58:54 +0000 2021"
4893063293;DL_1981;93;141;12;"Tue Feb 09 21:00:59 +0000 2016"
2264091737;Alexand65344524;117;261;32;"Sun Jan 05 19:30:10 +0000 2014"
93762172;pamerh;8;288;34;"Tue Dec 01 01:45:58 +0000 2009"
1397682056629473285;Vichoo_YG;0;90;1;"Wed May 26 22:32:36 +0000 2021"
1398049740412133380;Yaneth08300048;0;18;0;"Thu May 27 22:54:17 +0000 2021"
1397920464995946502;Luis42340669;0;11;0;"Thu May 27 14:19:56 +0000 2021"
1326027567456018432;AlexiMoralesZa1;4;2535;128;"Tue Nov 10 05:05:43 +0000 2020"
1397700740001505283;Mcaroli56252027;0;26;1;"Wed May 26 23:47:01 +0000 2021"
1380177811567169540;DanielAndrsDa10;4;92;6;"Thu Apr 08 15:17:10 +0000 2021"
1187710140121833472;Lvillanuevaoss1;9;85;7;"Fri Oct 25 12:39:08 +0000 2019"
605093684;XimenaSilva22;12;117;5;"Mon Jun 11 04:03:49 +0000 2012"
1397301289382461440;mabeldi10444135;0;13;0;"Tue May 25 21:19:36 +0000 2021"
1397874267640012801;BelgicaPuentes;0;7;0;"Thu May 27 11:16:33 +0000 2021"
1009027820532715521;ConstanzaVmc;497;215;179;"Tue Jun 19 10:59:14 +0000 2018"
1397780008874151937;lieceloth;0;78;1;"Thu May 27 05:02:25 +0000 2021"
1397927572755804174;Juanign34082741;0;13;1;"Thu May 27 14:48:09 +0000 2021"
253723816;rboa2;274;187;51;"Thu Feb 17 20:58:29 +0000 2011"
1348623460600320003;Josedamian72;154;36;6;"Mon Jan 11 13:31:15 +0000 2021"
1398325730937905153;GersonRubio13;0;22;0;"Fri May 28 17:10:17 +0000 2021"
1397511727860883460;NayaKassy;0;35;1;"Wed May 26 11:15:45 +0000 2021"
1397890518651129862;Rossi92363617;0;5;0;"Thu May 27 12:20:56 +0000 2021"
1398028165709246474;reynaarvalo3;0;4;0;"Thu May 27 21:28:06 +0000 2021"
218633122;MariaPaula_U;3500;218;156;"Mon Nov 22 21:25:21 +0000 2010"
1314202677727965184;Enola69318187;2;66;0;"Thu Oct 08 13:55:24 +0000 2020"
1185590189500096514;CoteViego;8;60;23;"Sat Oct 19 16:15:24 +0000 2019"
1397824617830621184;marcelo_lavado;0;42;0;"Thu May 27 07:59:55 +0000 2021"
1397898100614864903;ZepedaMatia;0;43;0;"Thu May 27 12:51:07 +0000 2021"
1397932684396093442;Natalia07580641;0;12;0;"Thu May 27 15:08:36 +0000 2021"
37009170;TheRealBigKabu;7788;408;219;"Fri May 01 18:40:32 +0000 2009"
3425933974;kineosorio;768;607;154;"Sun Aug 16 13:29:27 +0000 2015"
1338073562150789124;Cecilia43365040;0;2;1;"Sun Dec 13 10:50:12 +0000 2020"
3106449969;andreasalomon79;17;183;21;"Mon Mar 23 02:29:01 +0000 2015"
1386459954886885380;Sarita76858940;7;68;0;"Sun Apr 25 23:20:08 +0000 2021"
1396591361885941767;Javier00613825;0;29;3;"Sun May 23 22:18:49 +0000 2021"
1397569162814296065;GRaibaudi;0;145;17;"Wed May 26 15:04:19 +0000 2021"
1298815584264761344;DonosoN4cho;2;24;3;"Thu Aug 27 02:52:31 +0000 2020"
928071998403735553;BrevilViviana;0;83;0;"Wed Nov 08 01:29:41 +0000 2017"
1397675820651589642;Marcela96287233;2;62;0;"Wed May 26 22:07:49 +0000 2021"
1397355261308833796;camor2006;7;17;0;"Wed May 26 00:54:09 +0000 2021"
713528280;Robertita_F;2482;138;18;"Tue Jul 24 02:24:50 +0000 2012"
1398282979017887748;CarlosBravoA3;0;58;0;"Fri May 28 14:20:32 +0000 2021"
1397718758945345538;Claudia34923178;0;48;2;"Thu May 27 00:58:47 +0000 2021"
1398295956181983242;yanez_lazo;0;40;0;"Fri May 28 15:13:13 +0000 2021"
1398015775911383044;ParkHye22372443;1;77;0;"Thu May 27 20:39:12 +0000 2021"
1398108440686387202;Nena7Bella;0;10;0;"Fri May 28 02:46:56 +0000 2021"
718982653052121088;MM_s___________;25546;474;438;"Sun Apr 10 02:03:17 +0000 2016"
1396655789117476873;GuillermoRenCo2;0;30;1;"Mon May 24 02:35:28 +0000 2021"
1397643476003659777;dlh_panda;0;34;9;"Wed May 26 19:59:21 +0000 2021"
1267863930967330820;Sigrid37198905;1;7;0;"Tue Jun 02 17:01:39 +0000 2020"
1395037716014936064;patyPea49955139;5;68;3;"Wed May 19 15:25:14 +0000 2021"
934629447440961538;silvialobosmar1;15;25;3;"Sun Nov 26 03:46:39 +0000 2017"
1246570363225616384;margaritavigue1;5;87;4;"Sat Apr 04 22:49:31 +0000 2020"
1397593508207341570;leiva_retamal;5;49;0;"Wed May 26 16:41:21 +0000 2021"
1255337849542651905;HalfLion1;6;102;4;"Wed Apr 29 03:27:39 +0000 2020"
118728253;Amyra_28;107;107;44;"Mon Mar 01 15:41:52 +0000 2010"
891861565;hmrmagma;3;60;1;"Fri Oct 19 21:15:10 +0000 2012"
1398204659005902849;gripada;11;259;2;"Fri May 28 09:09:11 +0000 2021"
1351877375592640512;Nicolss27694852;1;22;0;"Wed Jan 20 13:01:12 +0000 2021"
2839722609;xiinnyta;34;209;9;"Tue Oct 21 12:04:45 +0000 2014"
1397746205929754631;lorett_ann;0;14;0;"Thu May 27 02:47:27 +0000 2021"
1393632762977005569;si89943828;2;77;0;"Sat May 15 18:22:17 +0000 2021"
1398307681996259328;MauroEx57553526;0;16;1;"Fri May 28 15:58:35 +0000 2021"
1395063666022682629;vicortega16;4;20;6;"Wed May 19 17:07:58 +0000 2021"
1398150308509925377;miguelm56154649;0;117;0;"Fri May 28 05:33:20 +0000 2021"
1194245625874993152;igtorresz;0;105;0;"Tue Nov 12 13:29:17 +0000 2019"
1397418015193501697;marjorc25;0;98;2;"Wed May 26 05:03:31 +0000 2021"
1397657286718504962;janetherreramo1;0;29;1;"Wed May 26 20:55:03 +0000 2021"
1311055431276654597;tatianazenten10;1;51;5;"Tue Sep 29 21:29:20 +0000 2020"
736029921999527936;antillanca_jose;20;59;1;"Fri May 27 03:03:02 +0000 2016"
1348509746358333445;LauraChavezBra1;0;9;3;"Mon Jan 11 06:00:19 +0000 2021"
1397553168725286912;LuisRiv89176016;0;15;0;"Wed May 26 14:00:27 +0000 2021"
1398313660976713840;Mara89941572;2;11;0;"Fri May 28 16:22:23 +0000 2021"
478191188;jesus_sims;158;336;114;"Mon Jan 30 00:57:51 +0000 2012"
